training_id,employee_id,company_id,course_name,course_category,enrollment_date,completion_date,completion_status,score,duration_hours
TR000653,C06-E0291,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-12-27,,Em Andamento,,4.3
TR000654,C06-E0082,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-12-19,2026-01-21,Concluido,59.0,2.4
TR000655,C06-E0082,C06,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-09-13,,Em Andamento,,1.1
TR000656,C06-E0025,C06,Analise de Dados com IA,Dados e Analytics,2025-07-12,2025-07-23,Concluido,63.0,4.1
TR000657,C06-E0037,C06,Analise de Dados com IA,Dados e Analytics,2026-06-30,2026-08-10,Concluido,77.0,4.1
TR000658,C06-E0037,C06,Prompt Engineering na Pratica,IA Generativa,2026-07-04,2026-07-11,Concluido,70.0,3.2
TR000659,C06-E0341,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-07-01,2026-08-10,Concluido,72.0,4.3
TR000660,C06-E0013,C06,Prompt Engineering na Pratica,IA Generativa,2025-06-08,2025-06-22,Concluido,87.0,3.3
TR000661,C06-E0298,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-07-05,2026-07-28,Concluido,72.0,4.7
TR000662,C06-E0225,C06,Prompt Engineering na Pratica,IA Generativa,2025-12-09,2025-12-26,Concluido,87.0,3.6
TR000663,C06-E0225,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-09-23,,Em Andamento,,1.9
TR000664,C06-E0225,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-07-20,2025-08-08,Concluido,61.0,1.9
TR000665,C06-E0248,C06,Automatizacao de Tarefas com IA,Produtividade,2025-10-06,2025-10-22,Concluido,75.0,2.9
TR000666,C06-E0219,C06,Automatizacao de Tarefas com IA,Produtividade,2026-03-25,,Em Andamento,,2.6
TR000667,C06-E0250,C06,Analise de Dados com IA,Dados e Analytics,2026-07-13,2026-08-10,Concluido,75.0,4.1
TR000668,C06-E0149,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-09-18,2025-09-26,Concluido,69.0,1.6
TR000669,C06-E0130,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2026-03-15,,Abandonado,,1.4
TR000670,C06-E0316,C06,IA para Times Comerciais,Aplicacoes de Negocio,2026-06-28,,Em Andamento,,1.4
TR000671,C06-E0090,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-11-15,2025-12-30,Concluido,91.0,1.7
TR000672,C06-E0090,C06,IA para Times Comerciais,Aplicacoes de Negocio,2025-07-12,2025-08-01,Concluido,71.0,1.4
TR000673,C06-E0355,C06,Prompt Engineering na Pratica,IA Generativa,2026-06-02,2026-07-19,Concluido,74.0,3.0
TR000674,C06-E0281,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-23,,Abandonado,,1.6
TR000675,C06-E0256,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-03-11,2026-04-25,Concluido,87.0,3.8
TR000676,C06-E0256,C06,Automatizacao de Tarefas com IA,Produtividade,2025-11-22,2025-12-13,Concluido,88.0,2.5
TR000677,C06-E0126,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-06-12,2025-07-08,Concluido,81.0,1.9
TR000678,C06-E0126,C06,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-06-13,2025-07-11,Concluido,90.0,1.0
TR000679,C06-E0126,C06,Etica e Governanca de Dados em IA,Governanca,2026-04-28,2026-05-20,Concluido,70.0,1.9
TR000680,C06-E0001,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-10-14,,Abandonado,,1.3
TR000681,C06-E0205,C06,IA para Times Comerciais,Aplicacoes de Negocio,2025-11-28,,Abandonado,,1.8
TR000682,C06-E0274,C06,Prompt Engineering na Pratica,IA Generativa,2026-03-11,2026-03-21,Concluido,56.0,3.1
TR000683,C06-E0049,C06,IA para Times Comerciais,Aplicacoes de Negocio,2025-11-26,,Abandonado,,1.4
TR000684,C06-E0101,C06,Analise de Dados com IA,Dados e Analytics,2025-07-12,,Abandonado,,3.6
TR000685,C06-E0258,C06,Fundamentos de IA Generativa,IA Generativa,2025-10-30,2025-11-25,Concluido,67.0,1.9
TR000686,C06-E0290,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-08-09,,Nao Iniciado,,1.5
TR000687,C06-E0290,C06,IA para Times Comerciais,Aplicacoes de Negocio,2026-02-23,2026-03-27,Concluido,66.0,1.7
TR000688,C06-E0185,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-05-16,2026-06-15,Concluido,65.0,4.1
TR000689,C06-E0109,C06,Fundamentos de IA Generativa,IA Generativa,2025-10-16,2025-12-06,Concluido,60.0,2.2
TR000690,C06-E0109,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-11-13,2025-12-11,Concluido,56.0,2.2
TR000691,C06-E0136,C06,Fundamentos de IA Generativa,IA Generativa,2026-03-20,2026-04-27,Concluido,90.0,1.7
TR000692,C06-E0136,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-12-07,,Nao Iniciado,,2.1
TR000693,C06-E0098,C06,Fundamentos de IA Generativa,IA Generativa,2025-06-22,,Em Andamento,,1.9
TR000694,C06-E0098,C06,Etica e Governanca de Dados em IA,Governanca,2025-09-24,2025-10-18,Concluido,64.0,2.0
TR000695,C06-E0329,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-10-21,,Nao Iniciado,,1.9
TR000696,C06-E0329,C06,Etica e Governanca de Dados em IA,Governanca,2025-12-13,,Nao Iniciado,,1.9
TR000697,C06-E0253,C06,Etica e Governanca de Dados em IA,Governanca,2025-06-06,2025-07-21,Concluido,64.0,2.2
TR000698,C06-E0244,C06,Automatizacao de Tarefas com IA,Produtividade,2025-12-19,,Nao Iniciado,,2.2
TR000699,C06-E0285,C06,Prompt Engineering na Pratica,IA Generativa,2025-09-10,2025-10-28,Concluido,75.0,2.8
TR000700,C06-E0287,C06,Fundamentos de IA Generativa,IA Generativa,2025-11-18,2026-01-08,Concluido,77.0,2.1
TR000701,C06-E0287,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-09-29,2025-11-19,Concluido,86.0,1.4
TR000702,C06-E0289,C06,Analise de Dados com IA,Dados e Analytics,2026-05-04,2026-05-22,Concluido,69.0,4.0
TR000703,C06-E0354,C06,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-04-07,,Nao Iniciado,,1.5
TR000704,C06-E0354,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-08-02,,Em Andamento,,4.7
TR000705,C06-E0263,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-03-22,,Abandonado,,2.2
TR000706,C06-E0320,C06,Analise de Dados com IA,Dados e Analytics,2025-09-17,2025-11-14,Concluido,79.0,4.2
TR000707,C06-E0133,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-11-28,2026-01-03,Concluido,91.0,3.5
TR000708,C06-E0133,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-08-21,2025-09-29,Concluido,83.0,1.9
TR000709,C06-E0133,C06,IA para Times Comerciais,Aplicacoes de Negocio,2026-06-08,,Abandonado,,1.8
TR000710,C06-E0140,C06,Etica e Governanca de Dados em IA,Governanca,2026-01-20,2026-02-19,Concluido,65.0,2.3
TR000711,C06-E0170,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2026-05-26,2026-07-22,Concluido,91.0,1.3
TR000712,C06-E0338,C06,Prompt Engineering na Pratica,IA Generativa,2026-07-02,,Em Andamento,,3.3
TR000713,C06-E0338,C06,Etica e Governanca de Dados em IA,Governanca,2025-10-08,2025-10-23,Concluido,64.0,1.7
TR000714,C06-E0338,C06,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-01-12,,Abandonado,,1.6
TR000715,C06-E0188,C06,Automatizacao de Tarefas com IA,Produtividade,2026-01-05,2026-02-17,Concluido,94.0,3.0
TR000716,C06-E0188,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-09-02,2025-10-07,Concluido,66.0,1.9
TR000717,C06-E0280,C06,Etica e Governanca de Dados em IA,Governanca,2026-04-21,2026-05-12,Concluido,74.0,1.8
TR000718,C06-E0280,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-11-27,2026-01-12,Concluido,84.0,2.3
TR000719,C06-E0279,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-03-06,,Abandonado,,1.9
TR000720,C06-E0279,C06,Automatizacao de Tarefas com IA,Produtividade,2026-07-01,2026-08-10,Concluido,65.0,2.2
TR000721,C06-E0026,C06,Automatizacao de Tarefas com IA,Produtividade,2026-06-12,2026-06-19,Concluido,78.0,2.9
TR000722,C06-E0026,C06,IA para Times Comerciais,Aplicacoes de Negocio,2026-07-11,2026-07-28,Concluido,75.0,1.3
TR000723,C06-E0286,C06,Fundamentos de IA Generativa,IA Generativa,2025-06-08,,Nao Iniciado,,2.3
TR000724,C06-E0286,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-03-31,,Em Andamento,,1.7
TR000725,C06-E0286,C06,IA para Times Comerciais,Aplicacoes de Negocio,2025-08-07,2025-10-01,Concluido,71.0,1.7
TR000726,C06-E0336,C06,IA para Times Comerciais,Aplicacoes de Negocio,2026-01-29,,Em Andamento,,1.4
TR000727,C06-E0042,C06,Prompt Engineering na Pratica,IA Generativa,2025-10-13,2025-11-05,Concluido,88.0,3.3
TR000728,C06-E0042,C06,IA para Times Comerciais,Aplicacoes de Negocio,2025-10-31,,Abandonado,,1.5
TR000729,C06-E0347,C06,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-05-13,,Nao Iniciado,,1.3
TR000730,C06-E0034,C06,Fundamentos de IA Generativa,IA Generativa,2025-09-08,2025-11-01,Concluido,82.0,1.9
TR000731,C06-E0034,C06,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-10-06,,Abandonado,,1.8
TR000732,C06-E0229,C06,Prompt Engineering na Pratica,IA Generativa,2026-06-24,2026-07-21,Concluido,89.0,3.3
TR000733,C06-E0138,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-07-08,2026-08-07,Concluido,70.0,1.9
TR000734,C06-E0138,C06,IA para Times Comerciais,Aplicacoes de Negocio,2026-04-06,2026-04-21,Concluido,84.0,1.3
TR000735,C06-E0351,C06,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-07-06,2026-07-16,Concluido,65.0,1.0
TR000736,C06-E0299,C06,Analise de Dados com IA,Dados e Analytics,2025-06-20,,Nao Iniciado,,4.6
TR000737,C06-E0053,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2026-06-22,2026-07-25,Concluido,55.0,1.8
TR000738,C06-E0143,C06,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-02-05,,Em Andamento,,1.3
TR000739,C06-E0143,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-06-20,,Em Andamento,,3.6
TR000740,C06-E0143,C06,Analise de Dados com IA,Dados e Analytics,2026-06-24,2026-07-09,Concluido,70.0,3.7
TR000741,C06-E0117,C06,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-10-05,2025-10-10,Concluido,92.0,1.6
TR000742,C06-E0117,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-03-07,2026-03-15,Concluido,81.0,2.3
TR000743,C06-E0240,C06,Automatizacao de Tarefas com IA,Produtividade,2025-10-23,,Nao Iniciado,,2.6
TR000744,C06-E0014,C06,Fundamentos de IA Generativa,IA Generativa,2026-03-15,2026-03-20,Concluido,97.0,1.9
TR000745,C06-E0014,C06,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-03-19,2026-04-23,Concluido,57.0,1.3
TR000746,C06-E0132,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-08-21,2025-10-09,Concluido,81.0,2.1
TR000747,C06-E0132,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-05-04,,Abandonado,,2.3
TR000748,C06-E0058,C06,Prompt Engineering na Pratica,IA Generativa,2025-12-11,,Nao Iniciado,,3.1
TR000749,C06-E0152,C06,Prompt Engineering na Pratica,IA Generativa,2026-03-25,,Em Andamento,,3.5
TR000750,C06-E0272,C06,IA para Times Comerciais,Aplicacoes de Negocio,2025-11-28,2026-01-07,Concluido,63.0,1.5
TR000751,C06-E0115,C06,Automatizacao de Tarefas com IA,Produtividade,2025-08-18,2025-10-06,Concluido,60.0,2.9
TR000752,C06-E0115,C06,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-01-11,2026-03-01,Concluido,69.0,0.9
TR000753,C06-E0103,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2026-07-15,2026-08-10,Concluido,66.0,1.4
TR000754,C06-E0104,C06,Automatizacao de Tarefas com IA,Produtividade,2025-12-23,2026-01-29,Concluido,65.0,2.8
TR000755,C06-E0079,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-06-09,2025-07-31,Concluido,59.0,4.7
TR000756,C06-E0079,C06,Analise de Dados com IA,Dados e Analytics,2025-09-11,,Em Andamento,,3.7
TR000757,C06-E0052,C06,IA para Times Comerciais,Aplicacoes de Negocio,2025-12-12,,Em Andamento,,1.6
TR000758,C06-E0203,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-08-26,2025-10-09,Concluido,79.0,1.7
TR000759,C06-E0203,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-12-03,2026-01-13,Concluido,78.0,1.9
TR000760,C06-E0178,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-04-20,,Abandonado,,4.0
TR000761,C06-E0093,C06,Automatizacao de Tarefas com IA,Produtividade,2026-07-24,2026-08-09,Concluido,66.0,2.9
TR000762,C06-E0201,C06,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-12-14,2026-02-03,Concluido,87.0,1.1
TR000763,C06-E0157,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-06-01,2025-07-28,Concluido,69.0,2.4
TR000764,C06-E0033,C06,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-11-08,2025-12-22,Concluido,82.0,1.0
TR000765,C06-E0033,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-05-18,2026-05-31,Concluido,99.0,3.7
TR000766,C06-E0010,C06,Automatizacao de Tarefas com IA,Produtividade,2025-06-24,,Em Andamento,,3.0
TR000767,C06-E0019,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-08-06,2025-08-21,Concluido,77.0,2.2
TR000768,C06-E0233,C06,Automatizacao de Tarefas com IA,Produtividade,2026-03-25,2026-04-11,Concluido,98.0,2.3
TR000769,C06-E0233,C06,Fundamentos de IA Generativa,IA Generativa,2025-07-25,2025-09-03,Concluido,72.0,2.3
TR000770,C06-E0175,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-01-12,2026-01-15,Concluido,62.0,2.3
TR000771,C06-E0061,C06,Automatizacao de Tarefas com IA,Produtividade,2026-02-24,2026-04-04,Concluido,69.0,3.0
TR000772,C06-E0061,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2026-03-09,2026-04-24,Concluido,56.0,1.3
TR000773,C06-E0237,C06,Fundamentos de IA Generativa,IA Generativa,2025-06-27,2025-08-20,Concluido,62.0,2.3
TR000774,C06-E0237,C06,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-09-27,2025-10-06,Concluido,89.0,1.5
TR000775,C06-E0005,C06,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-09-04,2025-10-14,Concluido,76.0,1.0
TR000776,C06-E0005,C06,Automatizacao de Tarefas com IA,Produtividade,2025-07-06,,Abandonado,,2.3
TR000777,C06-E0005,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-09-30,2025-10-23,Concluido,72.0,1.5
TR000778,C06-E0167,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-12-31,,Em Andamento,,1.9
TR000779,C06-E0348,C06,Prompt Engineering na Pratica,IA Generativa,2026-01-23,2026-02-08,Concluido,77.0,3.3
TR000780,C06-E0211,C06,Prompt Engineering na Pratica,IA Generativa,2026-07-16,2026-07-27,Concluido,57.0,2.9
TR000781,C06-E0028,C06,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-03-30,,Nao Iniciado,,1.3
TR000782,C06-E0023,C06,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-07-02,2026-07-18,Concluido,86.0,1.8
TR000783,C06-E0100,C06,Automatizacao de Tarefas com IA,Produtividade,2025-06-27,,Nao Iniciado,,2.8
TR000784,C06-E0100,C06,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-12-31,2026-01-19,Concluido,98.0,1.1
TR000785,C06-E0234,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-01-26,2026-03-13,Concluido,94.0,2.0
TR000786,C06-E0078,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-05-17,,Nao Iniciado,,2.0
TR000787,C06-E0078,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-11-22,,Em Andamento,,1.5
TR000788,C06-E0114,C06,Prompt Engineering na Pratica,IA Generativa,2026-01-02,2026-02-23,Concluido,70.0,3.3
TR000789,C06-E0114,C06,Etica e Governanca de Dados em IA,Governanca,2026-06-26,2026-07-25,Concluido,93.0,2.4
TR000790,C06-E0002,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-06-01,,Abandonado,,1.6
TR000791,C06-E0322,C06,Prompt Engineering na Pratica,IA Generativa,2026-02-16,2026-03-18,Concluido,56.0,2.7
TR000792,C06-E0275,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-12-03,2026-01-16,Concluido,73.0,2.0
TR000793,C06-E0031,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-06-29,2025-08-14,Concluido,90.0,2.0
TR000794,C06-E0223,C06,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-06-12,,Abandonado,,1.8
TR000795,C06-E0223,C06,Automatizacao de Tarefas com IA,Produtividade,2025-10-14,,Abandonado,,2.8
TR000796,C06-E0055,C06,Fundamentos de IA Generativa,IA Generativa,2025-11-21,,Nao Iniciado,,1.9
TR000797,C06-E0055,C06,Automatizacao de Tarefas com IA,Produtividade,2025-09-14,2025-09-22,Concluido,89.0,2.5
TR000798,C06-E0171,C06,Automatizacao de Tarefas com IA,Produtividade,2026-04-29,2026-05-25,Concluido,72.0,2.9
TR000799,C06-E0123,C06,Etica e Governanca de Dados em IA,Governanca,2026-07-20,,Em Andamento,,2.0
TR000800,C06-E0228,C06,Automatizacao de Tarefas com IA,Produtividade,2025-11-16,2025-11-29,Concluido,60.0,2.2
TR000801,C06-E0150,C06,Prompt Engineering na Pratica,IA Generativa,2025-09-04,2025-10-22,Concluido,70.0,3.2
TR000802,C06-E0168,C06,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-02-03,2026-03-27,Concluido,56.0,2.2
TR000803,C06-E0241,C06,IA para Times Comerciais,Aplicacoes de Negocio,2025-07-06,,Nao Iniciado,,1.5
TR000804,C06-E0241,C06,IA Responsavel: Vieses e Limitacoes,Governanca,2025-08-09,2025-08-15,Concluido,81.0,1.5
TR000805,C06-E0241,C06,Fundamentos de IA Generativa,IA Generativa,2026-03-29,2026-04-23,Concluido,86.0,2.3
TR000806,C06-E0008,C06,Prompt Engineering na Pratica,IA Generativa,2025-07-29,,Em Andamento,,2.7
TR000807,C06-E0008,C06,Etica e Governanca de Dados em IA,Governanca,2026-02-12,2026-04-07,Concluido,85.0,2.0
TR000808,C06-E0127,C06,Fundamentos de IA Generativa,IA Generativa,2026-06-23,,Nao Iniciado,,1.8
TR000809,C06-E0072,C06,Automatizacao de Tarefas com IA,Produtividade,2025-09-07,2025-10-03,Concluido,63.0,2.4
TR000810,C06-E0072,C06,Etica e Governanca de Dados em IA,Governanca,2026-06-09,2026-07-09,Concluido,76.0,2.0
TR000811,C06-E0295,C06,Etica e Governanca de Dados em IA,Governanca,2026-06-04,,Abandonado,,2.1
TR000812,C06-E0303,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-02-24,2026-04-23,Concluido,90.0,3.5
TR000813,C06-E0183,C06,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-03-26,,Em Andamento,,4.6
TR000814,C06-E0029,C06,Fundamentos de IA Generativa,IA Generativa,2026-04-11,,Nao Iniciado,,2.0
TR000815,C06-E0029,C06,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-07-04,2026-07-20,Concluido,98.0,2.0
TR000816,C07-E0019,C07,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-05-01,2026-05-23,Concluido,57.0,4.0
TR000817,C07-E0019,C07,Fundamentos de IA Generativa,IA Generativa,2025-09-23,,Nao Iniciado,,2.0
TR000818,C07-E0072,C07,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-02-16,2026-03-16,Concluido,93.0,2.0
TR000819,C07-E0073,C07,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-03-17,,Nao Iniciado,,3.7
TR000820,C07-E0027,C07,Automatizacao de Tarefas com IA,Produtividade,2025-11-30,,Nao Iniciado,,2.9
TR000821,C07-E0055,C07,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-08-08,,Abandonado,,3.8
TR000822,C07-E0001,C07,Automatizacao de Tarefas com IA,Produtividade,2026-03-20,2026-04-04,Concluido,75.0,2.2
TR000823,C07-E0067,C07,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-01-12,2026-01-22,Concluido,88.0,1.5
TR000824,C07-E0067,C07,Analise de Dados com IA,Dados e Analytics,2025-07-07,2025-07-15,Concluido,58.0,3.8
TR000825,C07-E0053,C07,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-10-01,,Nao Iniciado,,1.8
TR000826,C07-E0059,C07,Etica e Governanca de Dados em IA,Governanca,2026-05-26,2026-07-10,Concluido,75.0,1.9
TR000827,C07-E0059,C07,Automatizacao de Tarefas com IA,Produtividade,2026-06-12,,Abandonado,,2.8
TR000828,C07-E0002,C07,Prompt Engineering na Pratica,IA Generativa,2026-03-28,,Nao Iniciado,,3.5
TR000829,C07-E0054,C07,Automatizacao de Tarefas com IA,Produtividade,2025-06-22,,Nao Iniciado,,2.5
TR000830,C07-E0054,C07,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-01-04,2026-02-15,Concluido,57.0,2.0
TR000831,C07-E0020,C07,Fundamentos de IA Generativa,IA Generativa,2026-04-12,,Em Andamento,,2.3
TR000832,C07-E0020,C07,Prompt Engineering na Pratica,IA Generativa,2025-08-04,,Nao Iniciado,,2.9
TR000833,C07-E0025,C07,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-06-12,2025-06-27,Concluido,87.0,4.0
TR000834,C07-E0065,C07,Automatizacao de Tarefas com IA,Produtividade,2026-04-12,,Nao Iniciado,,2.6
TR000835,C07-E0065,C07,Prompt Engineering na Pratica,IA Generativa,2026-04-26,,Em Andamento,,3.0
TR000836,C07-E0065,C07,Analise de Dados com IA,Dados e Analytics,2026-05-12,2026-06-10,Concluido,71.0,3.8
TR000837,C07-E0033,C07,Etica e Governanca de Dados em IA,Governanca,2026-06-05,,Nao Iniciado,,2.2
TR000838,C07-E0033,C07,Automatizacao de Tarefas com IA,Produtividade,2026-02-18,,Abandonado,,2.4
TR000839,C07-E0064,C07,Fundamentos de IA Generativa,IA Generativa,2025-09-18,,Em Andamento,,2.2
TR000840,C07-E0060,C07,Automatizacao de Tarefas com IA,Produtividade,2025-12-09,,Em Andamento,,2.6
TR000841,C07-E0060,C07,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-01-20,2026-01-25,Concluido,99.0,1.7
TR000842,C07-E0049,C07,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-10-26,,Nao Iniciado,,1.7
TR000843,C07-E0063,C07,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-07-02,,Nao Iniciado,,1.4
TR000844,C07-E0063,C07,Fundamentos de IA Generativa,IA Generativa,2025-09-15,,Em Andamento,,1.9
TR000845,C07-E0046,C07,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-10-03,,Em Andamento,,1.8
TR000846,C07-E0046,C07,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-07-11,,Abandonado,,4.5
TR000847,C07-E0050,C07,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-06-17,,Nao Iniciado,,1.9
TR000848,C07-E0045,C07,Etica e Governanca de Dados em IA,Governanca,2025-06-26,,Nao Iniciado,,2.1
TR000849,C07-E0036,C07,Fundamentos de IA Generativa,IA Generativa,2025-11-13,2025-12-13,Concluido,83.0,2.3
TR000850,C07-E0036,C07,Prompt Engineering na Pratica,IA Generativa,2025-09-28,2025-10-21,Concluido,56.0,3.0
TR000851,C07-E0008,C07,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-04-08,,Nao Iniciado,,1.0
TR000852,C07-E0035,C07,Fundamentos de IA Generativa,IA Generativa,2025-11-12,,Nao Iniciado,,2.4
TR000853,C08-E0001,C08,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-06-28,,Em Andamento,,1.7
TR000854,C08-E0005,C08,Fundamentos de IA Generativa,IA Generativa,2026-07-14,2026-08-10,Concluido,72.0,2.3
TR000855,C08-E0020,C08,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-02-05,,Nao Iniciado,,1.0
TR000856,C08-E0008,C08,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-07-05,2025-08-30,Concluido,69.0,0.9
TR000857,C08-E0008,C08,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-12-27,2026-01-31,Concluido,96.0,1.8
TR000858,C08-E0032,C08,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-06-06,2026-07-04,Concluido,88.0,2.0
TR000859,C08-E0023,C08,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-01-25,,Em Andamento,,1.1
TR000860,C08-E0023,C08,Analise de Dados com IA,Dados e Analytics,2025-08-28,,Em Andamento,,3.8
TR000861,C08-E0040,C08,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-10-28,,Em Andamento,,2.1
TR000862,C08-E0040,C08,IA Responsavel: Vieses e Limitacoes,Governanca,2025-11-16,2025-12-31,Concluido,73.0,1.3
TR000863,C08-E0034,C08,Fundamentos de IA Generativa,IA Generativa,2026-05-17,2026-07-05,Concluido,72.0,2.0
TR000864,C08-E0027,C08,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-07-12,,Abandonado,,1.9
TR000865,C08-E0027,C08,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-12-24,2026-01-31,Concluido,100.0,4.4
TR000866,C08-E0013,C08,Prompt Engineering na Pratica,IA Generativa,2025-12-02,2025-12-25,Concluido,55.0,2.7
TR000867,C08-E0013,C08,Automatizacao de Tarefas com IA,Produtividade,2025-07-20,2025-09-18,Concluido,56.0,2.3
TR000868,C08-E0013,C08,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-09-14,2025-10-29,Concluido,78.0,2.4
TR000869,C08-E0011,C08,Automatizacao de Tarefas com IA,Produtividade,2025-10-30,,Em Andamento,,2.2
